"ONDERWIJSBESTUURID","ONDERWIJSBESTUUR_NAAM","ONDERWIJSAANBIEDERID","ONDERWIJSAANBIEDER_NAAM","SOORT","OPLEIDINGSEENHEIDCODE","ERKENDEOPLEIDINGSCODE","VARIANT_VAN","ERKENNER","NAAM_LANG","INTERNATIONALE_NAAM","BEGINDATUM","EINDDATUM","NIVEAU","GRAAD","STUDIELAST","EQF","ISCED","NLQF","WAARDEDOCUMENTSOORT","PENVOERDER","EIGENNAAM","EIGENNAAM_DUITS","EIGENNAAM_ENGELS","VORM","VOERTAAL","AANGEBODEN_OPLEIDING_BEGINDATUM","AANGEBODEN_OPLEIDING_EINDDATUM","EERSTE_INSTROOMDATUM","LAATSTE_INSTROOMDATUM","WEBSITE","SAMENWERKEND_MET","BUITENLANDSEPARTNER","DEFICIENTIE","EISEN_WERKZAAMHEDEN","PROPEDEUTISCHE_FASE","STUDIEKEUZECHECK","VERSNELD_TRAJECT","AANGEBODEN_OPLEIDINGCODE","EIGEN_AANGEBODEN_OPLEIDINGSLEUTEL","ONDERWIJSLOCATIECODE","ONDERWIJSLOCATIESTRAAT","ONDERWIJSLOCATIEPLAATS","OMSCHRIJVING"
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","","","OPLEIDING","1015O9603",,,,"B Vaktherapie","B Arts Therapies",,,"HBO-BA","BACHELOR",240,"6",,"6","DIPLOMA","Stichting Hogeschool van Arnhem en Nijmegen",,,,,,,,,,,,,,,,,,,,,,,
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","","","OPLEIDING","1015O9604",,,,"B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde","B Teacher Education in Chemics",,,"HBO-BA","BACHELOR",240,"6",,"6","DIPLOMA","Stichting Hogeschool van Arnhem en Nijmegen",,,,,,,,,,,,,,,,,,,,,,,
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","","","OPLEIDING","1015O9605",,,,"B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde","B Teacher Education in Mathematics",,,"HBO-BA","BACHELOR",240,"6",,"6","DIPLOMA","Stichting Hogeschool van Arnhem en Nijmegen",,,,,,,,,,,,,,,,,,,,,,,
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","","","OPLEIDING","1015O9606",,,,"M Integraal Adviseur MKB","M Integraal Adviseur MKB",,,"HBO-MA","MASTER",,"7",,"7","DIPLOMA","Stichting Hogeschool van Arnhem en Nijmegen",,,,,,,,,,,,,,,,,,,,,,,
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","","","OPLEIDING","1015O9692",,,,"B Voeding en Diëtetiek","B Nutrition and Dietetics",,,"HBO-BA","BACHELOR",240,"6",,"6","DIPLOMA","Stichting Hogeschool van Arnhem en Nijmegen",,,,,,,,,,,,,,,,,,,,,,,
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","","","OPLEIDING","1016O3143",,,,"M Human Capital Innovatie (Joint degree)","M Human Capital Innovatie (Joint degree)",,,"HBO-MA","MASTER",,"7",,"7","DIPLOMA","Stichting Hogeschool van Arnhem en Nijmegen",,,,,,,,,,,,,,,,,,,,,,,
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","","","OPLEIDING","1016O5328",,,,"M Transitie naar Gezondheid en Welzijn","M Transitie naar Gezondheid en Welzijn",,,"HBO-MA","MASTER",,"7",,"7","DIPLOMA","Stichting Hogeschool van Arnhem en Nijmegen",,,,,,,,,,,,,,,,,,,,,,,
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","","","OPLEIDING","1016O7150","80206",,"NVAO","Chemie",,2026-09-01,,"HBO-AD","ASSOCIATE_DEGREE",120,"5",,"5","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen",,,,,,,,,,,,,,,,,,,,,,,
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","","","OPLEIDING","1016O7601","80204",,"NVAO","Praktijkondersteuner Huisartsenzorg",,2026-09-01,,"HBO-AD","ASSOCIATE_DEGREE",120,"5",,"5","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen",,,,,,,,,,,,,,,,,,,,,,,
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","","","OPLEIDING","1016O7856","49512",,"NVAO","Duurzaamheidstransities (joint degree)","Sustainability Transitions (joint degree)",2026-09-01,,"HBO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen",,,,,,,,,,,,,,,,,,,,,,,
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","","","OPLEIDING","1016O7990","80167",,"NVAO","Educatief Professional Beroepsonderwijs",,2027-09-01,,"HBO-AD","ASSOCIATE_DEGREE",120,"5",,"5","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen",,,,,,,,,,,,,,,,,,,,,,,
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","","","OPLEIDING","1016O8291",,,,"M Duurzaamheidstransitites","M Sustainability Transitions",,,"WO-MA","MASTER",,"7",,"7","DIPLOMA","Stichting Hogeschool van Arnhem en Nijmegen",,,,,,,,,,,,,,,,,,,,,,,
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2663","30018",,"NVAO","Automotive","Automotive",2015-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Automotive",,"Automotive","DEELTIJD","NLD",2015-09-01,,2015-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,"GEEN_DEFICIENTIES","EISEN","PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"ca77fbb2-20a7-4053-809d-87f82869161f","ca77fbb2-20a7-4053-809d-87f82869161f","109X387",,"Arnhem","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2663","30018",,"NVAO","Automotive","Automotive",2015-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Automotive",,"Automotive","VOLTIJD","ENG",2015-09-01,,2015-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,"GEEN_DEFICIENTIES",,"PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"993f4480-6415-4c6e-8762-2b09f85180f6","993f4480-6415-4c6e-8762-2b09f85180f6","109X387",,"Arnhem","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2663","30018",,"NVAO","Automotive","Automotive",2015-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Automotive",,"Automotive","VOLTIJD","NLD",2015-09-01,,2015-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,"GEEN_DEFICIENTIES",,"PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"ccf3633a-ec89-4625-bc77-b43ef77e8720","ccf3633a-ec89-4625-bc77-b43ef77e8720","109X387",,"Arnhem","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2674","30020",,"NVAO","HBO-ICT","Information & Communication Technology",2015-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","HBO-ICT",,"Information & Communication Technology","DEELTIJD","NLD",2015-09-01,,2015-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,"GEEN_EISEN","PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"9fcdc262-3db5-405a-aa56-9724d7ce2028","9fcdc262-3db5-405a-aa56-9724d7ce2028","109X387",,"Arnhem","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2674","30020",,"NVAO","HBO-ICT","Information & Communication Technology",2015-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","HBO-ICT",,"Information & Communication Technology","VOLTIJD","NLD",2015-09-01,,2015-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,,"PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"6da465cc-c23e-4cfa-a0cd-a54558038d21","6da465cc-c23e-4cfa-a0cd-a54558038d21","109X387",,"Arnhem","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2674","30020",,"NVAO","HBO-ICT","Information & Communication Technology",2015-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","HBO-ICT",,"Information & Communication Technology","VOLTIJD","NLD",2015-09-01,,2015-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,,"PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"b43e343d-9637-431c-8e34-c20628873637","b43e343d-9637-431c-8e34-c20628873637","109X400",,"Nijmegen","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2683","30023",,"NVAO","Medische Hulpverlening","Allied Medical Care",2010-06-24,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Medische Hulpverlening",,"Allied Medical Care","VOLTIJD","NLD",2010-06-24,,2010-06-24,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,,"PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"f606bd1f-31c2-4507-8e86-ee24f94cfb49","f606bd1f-31c2-4507-8e86-ee24f94cfb49","109X400",,"Nijmegen","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2700","30029",,"NVAO","International Business","International Business",2018-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","International Business",,"International Business","VOLTIJD","ENG",2018-09-01,,2018-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,,"PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"085665ec-a15b-4665-9fb1-bc2988678761","085665ec-a15b-4665-9fb1-bc2988678761","109X387",,"Arnhem","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2797","34035",,"NVAO","Bedrijfskunde","Business Administration",2018-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Bedrijfskunde",,"Business Administration","DEELTIJD","NLD",2018-09-01,,2018-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,"GEEN_EISEN","PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING","GEEN_VERSNELD_TRAJECT","2b587fbf-16b0-4d11-9df3-5e3e252ae2b4","2b587fbf-16b0-4d11-9df3-5e3e252ae2b4","109X400",,"Nijmegen","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2797","34035",,"NVAO","Bedrijfskunde","Business Administration",2018-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Bedrijfskunde",,"Business Administration","DEELTIJD","NLD",2018-09-01,,2018-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,"GEEN_EISEN","PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"ffe47354-5031-4788-97bf-587fdbeaf60c","ffe47354-5031-4788-97bf-587fdbeaf60c","109X387",,"Arnhem","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2797","34035",,"NVAO","Bedrijfskunde","Business Administration",2018-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Bedrijfskunde",,"Business Administration","DUAAL","NLD",2018-09-01,,2018-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,"GEEN_DEFICIENTIES","GEEN_EISEN","PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING","GEEN_VERSNELD_TRAJECT","917f5663-8735-4c8c-9131-b8e729f0017e","917f5663-8735-4c8c-9131-b8e729f0017e","109X400",,"Nijmegen","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2797","34035",,"NVAO","Bedrijfskunde","Business Administration",2018-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Bedrijfskunde",,"Business Administration","DUAAL","NLD",2018-09-01,,2018-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,"GEEN_EISEN","PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"2993dec1-8cd4-472e-bee6-5eb8583ac49c","2993dec1-8cd4-472e-bee6-5eb8583ac49c","109X387",,"Arnhem","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2797","34035",,"NVAO","Bedrijfskunde","Business Administration",2018-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Bedrijfskunde",,"Business Administration","VOLTIJD","NLD",2018-09-01,,2018-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,"GEEN_DEFICIENTIES",,"PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING","GEEN_VERSNELD_TRAJECT","57f3adf0-b1e1-4d89-b2bf-b622d0fbb665","57f3adf0-b1e1-4d89-b2bf-b622d0fbb665","109X387",,"Arnhem","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2797","34035",,"NVAO","Bedrijfskunde","Business Administration",2018-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Bedrijfskunde",,"Business Administration","VOLTIJD","NLD",2018-09-01,,2018-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,,"PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"a3e69532-75cb-45d6-bb0d-c81636d9a844","a3e69532-75cb-45d6-bb0d-c81636d9a844","109X400",,"Nijmegen","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2813","34040",,"NVAO","Sportkunde","Sport Studies",2017-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Sportkunde",,"Sport Studies","DEELTIJD","NLD",2018-02-01,2031-08-31,2018-02-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,"GEEN_EISEN","PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"9909c18f-70de-4806-a627-3b84f132b461","9909c18f-70de-4806-a627-3b84f132b461","109X400",,"Nijmegen","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2813","34040",,"NVAO","Sportkunde","Sport Studies",2017-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Sportkunde",,"Sport Studies","VOLTIJD","NLD",2017-09-01,,2017-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,,"PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"855a7ad6-7538-4a49-963a-e2fea1c368b2","855a7ad6-7538-4a49-963a-e2fea1c368b2","109X400",,"Nijmegen","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2906","34092",,"NVAO","Communication and Multimedia Design","Communication & Multimedia Design",2006-11-22,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Communication & Multimedia Design",,"Communication and Multimedia Design","DEELTIJD","NLD",2006-11-22,,2006-11-22,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,"GEEN_DEFICIENTIES","GEEN_EISEN","PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING","GEEN_VERSNELD_TRAJECT","5716e4b9-4f96-4a06-a8c8-c021e3fbb633","5716e4b9-4f96-4a06-a8c8-c021e3fbb633","109X387",,"Arnhem","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2906","34092",,"NVAO","Communication and Multimedia Design","Communication & Multimedia Design",2006-11-22,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Communication & Multimedia Design",,"Communication and Multimedia Design","VOLTIJD","NLD",2006-11-22,,2006-11-22,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,"GEEN_DEFICIENTIES",,"PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING","GEEN_VERSNELD_TRAJECT","36723abe-23c3-4edd-8a87-9c88c5808b5b","36723abe-23c3-4edd-8a87-9c88c5808b5b","109X387",,"Arnhem","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2932","34116",,"NVAO","Social Work","Social Work",2018-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Social Work","Sozialpädagogik","Social Work","VOLTIJD","NLD",2018-09-01,,2018-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,,"PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"4e5b7c04-d879-4cc9-bdef-67ab603d1830","4e5b7c04-d879-4cc9-bdef-67ab603d1830","109X400",,"Nijmegen","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2932","34116",,"NVAO","Social Work","Social Work",2018-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Social Work",,"International Social Work","VOLTIJD","ENG",2018-09-01,,2018-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,,"PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"2ea802d0-eb7a-44de-8d64-1f6a22fb60dc","2ea802d0-eb7a-44de-8d64-1f6a22fb60dc","109X387",,"Arnhem","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2932","34116",,"NVAO","Social Work","Social Work",2018-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Social Work",,"Social Work","DEELTIJD","NLD",2018-09-01,,2018-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,"EISEN","PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"54a39486-6d5c-4d4b-9326-58c2de5fac46","54a39486-6d5c-4d4b-9326-58c2de5fac46","109X400",,"Nijmegen","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
"107B304","Stichting Hogeschool van Arnhem en Nijmegen","108A996","HAN_ University of Applied Sciences","OPLEIDING","1001O2932","34116",,"NVAO","Social Work","Social Work",2018-09-01,,"HBO-BA","BACHELOR",240,"6",,"6","GETUIGSCHRIFT","Stichting Hogeschool van Arnhem en Nijmegen","Social Work",,"Social Work","DUAAL","NLD",2018-09-01,,2018-09-01,,"https://www.han.nl/opleidingen/coursefinder.xml#/",,,,"GEEN_EISEN","PROPEDEUTISCHE_FASE_EXAMEN","STUDIEKEUZE_CHECK_VAN_TOEPASSING",,"b4423a53-a062-4dcb-9c3c-a650558c69e2","b4423a53-a062-4dcb-9c3c-a650558c69e2","109X400",,"Nijmegen","Je kunt je via Studielink aanmelden voor een opleiding bij de HAN met startmaand 1 september. Bij sommige opleidingen kan je ook starten per 1 februari. Als jij je aanmeldt voor een willekeurige startmaand (anders dan 1 september of 1 februari), dan wordt door de HAN beoordeeld of starten in de gewenste maand nog mogelijk is."
