"ONDERWIJSBESTUURID","ONDERWIJSBESTUUR_NAAM","ONDERWIJSAANBIEDERID","ONDERWIJSAANBIEDER_NAAM","SOORT","OPLEIDINGSEENHEIDCODE","ERKENDEOPLEIDINGSCODE","VARIANT_VAN","ERKENNER","NAAM_LANG","INTERNATIONALE_NAAM","BEGINDATUM","EINDDATUM","NIVEAU","GRAAD","STUDIELAST","EQF","ISCED","NLQF","WAARDEDOCUMENTSOORT","PENVOERDER","EIGENNAAM","EIGENNAAM_DUITS","EIGENNAAM_ENGELS","VORM","VOERTAAL","AANGEBODEN_OPLEIDING_BEGINDATUM","AANGEBODEN_OPLEIDING_EINDDATUM","EERSTE_INSTROOMDATUM","LAATSTE_INSTROOMDATUM","WEBSITE","SAMENWERKEND_MET","BUITENLANDSEPARTNER","DEFICIENTIE","EISEN_WERKZAAMHEDEN","PROPEDEUTISCHE_FASE","STUDIEKEUZECHECK","VERSNELD_TRAJECT","AANGEBODEN_OPLEIDINGCODE","EIGEN_AANGEBODEN_OPLEIDINGSLEUTEL","ONDERWIJSLOCATIECODE","ONDERWIJSLOCATIESTRAAT","ONDERWIJSLOCATIEPLAATS","OMSCHRIJVING"
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7045","60822",,"NVAO","Filosofie","Philosophy",2012-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Filosofie 60 EC",,"Philosophy 60 EC","VOLTIJD","ENG",2020-09-01,,2020-09-01,,"http://www.uva.nl/ma-philosophy",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","4c90910c-fcdd-453e-b82c-cc6f0e0050f9","4c90910c-fcdd-453e-b82c-cc6f0e0050f9","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7045","60822",,"NVAO","Filosofie","Philosophy",2012-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Filosofie 60 EC",,"Philosophy 60 EC","VOLTIJD","NLD",2020-09-01,,2020-09-01,,"https://www.uva.nl/programmas/masters/filosofie-wijsbegeerte/filosofie.html",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","23380e30-f28b-420d-8172-d735f7798a38","23380e30-f28b-420d-8172-d735f7798a38","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7052","60823",,"NVAO","Filosofie","Philosophy",2012-09-01,,"WO-MA","MASTER",120,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Filosofie 120 EC",,"Philosophy 120 EC","DEELTIJD","ENG",2020-09-01,,2020-09-01,,"http://www.uva.nl/ma-philosophy-humanities-social-sciences",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","829639bf-815a-4401-951a-705b0011963b","829639bf-815a-4401-951a-705b0011963b","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7052","60823",,"NVAO","Filosofie","Philosophy",2012-09-01,,"WO-MA","MASTER",120,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Filosofie 120 EC",,"Philosophy 120 EC","VOLTIJD","ENG",2020-09-01,,2020-09-01,,"http://www.uva.nl/ma-philosophy-humanities-social-sciences",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","875f4da1-c941-49b4-be59-37b4bc7e76e1","875f4da1-c941-49b4-be59-37b4bc7e76e1","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7058","60824",,"NVAO","Theologie & Religiewetenschappen","Theology & Religious Studies",2012-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Theology and Religious Studies",,"Theology and Religious Studies","DEELTIJD","ENG",2020-09-07,,2020-09-07,,"http://www.uva.nl/ma-spirituality-and-religion",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","8ff06dbd-25d0-4789-8257-327f5191eaf4","8ff06dbd-25d0-4789-8257-327f5191eaf4","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7058","60824",,"NVAO","Theologie & Religiewetenschappen","Theology & Religious Studies",2012-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Theology and Religious Studies",,"Theology and Religious Studies","VOLTIJD","ENG",2020-09-07,,2020-09-07,,"http://www.uva.nl/ma-spirituality-and-religion",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","d5c511bc-cbe7-4c07-92f0-c9ebb7da525c","d5c511bc-cbe7-4c07-92f0-c9ebb7da525c","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7064","60827",,"NVAO","Theologie & Religiewetenschappen (research)","Theology & Religious Studies (research)",2012-09-01,,"WO-MA","MASTER",120,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Theology and Religious Studies - research master",,"Theology and Religious Studies - research Master's","VOLTIJD","ENG",2022-02-09,,2022-02-09,,"http://www.uva.nl/rma-religious-studies",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","374e3bd3-15ef-4b5f-94ab-eebf68809648","374e3bd3-15ef-4b5f-94ab-eebf68809648","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7067","60828",,"NVAO","Kunst- & cultuurwetenschappen","Arts & Culture",2012-09-01,,"WO-MA","MASTER",90,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Kunst- en Cultuurwetenschappen 90 EC",,"Arts and Culture 90 EC","DUAAL","ENG",2020-09-01,,2020-09-01,,"http://www.uva.nl/ma-international-dramaturgy",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","3e4b15da-55c5-49c5-b6e2-f67722c39d43","3e4b15da-55c5-49c5-b6e2-f67722c39d43","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7067","60828",,"NVAO","Kunst- & cultuurwetenschappen","Arts & Culture",2012-09-01,,"WO-MA","MASTER",90,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Kunst- en Cultuurwetenschappen 90 EC",,"Arts and Culture 90 EC","DUAAL","NLD",2020-09-01,,2020-09-01,,"http://www.uva.nl/ma-international-dramaturgy",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","4d76fb60-cf9d-4600-a4d9-69cbbe6b22cc","4d76fb60-cf9d-4600-a4d9-69cbbe6b22cc","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7073","60829",,"NVAO","Kunst- & cultuurwetenschappen (research)","Arts & Culture (research)",2012-09-01,,"WO-MA","MASTER",120,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Arts and Culture - research master",,"Arts and Culture - research Master's","VOLTIJD","ENG",2022-05-03,,2022-05-03,,"https://www.uva.nl/en/discipline/cultural-studies/cultural-studies.html",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","642f607d-dbd9-4c15-a8d2-34b6e218910c","642f607d-dbd9-4c15-a8d2-34b6e218910c","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7080","60830",,"NVAO","Mediastudies","Media Studies",2012-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Media Studies 60 EC",,"Media Studies 60 EC","VOLTIJD","ENG",2020-09-01,,2020-09-01,,"http://www.uva.nl/media-studies",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","5e85ac4b-91af-43de-8516-cf99dc1898e0","5e85ac4b-91af-43de-8516-cf99dc1898e0","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7082","60831",,"NVAO","Mediastudies","Media Studies",2012-09-01,,"WO-MA","MASTER",90,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Mediastudies 90 EC",,"Media Studies 90 EC","DUAAL","ENG",2020-09-01,,2020-09-01,,"http://www.uva.nl/media-studies",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","9dfa4d35-112b-43bf-98bd-0cbc1041317c","9dfa4d35-112b-43bf-98bd-0cbc1041317c","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7082","60831",,"NVAO","Mediastudies","Media Studies",2012-09-01,,"WO-MA","MASTER",90,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Mediastudies 90 EC",,"Media Studies 90 EC","DUAAL","NLD",2020-09-01,,2020-09-01,,"http://www.uva.nl/mediastudies",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","63af7f20-8a26-427b-baca-d8db36dae1a9","63af7f20-8a26-427b-baca-d8db36dae1a9","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7085","60832",,"NVAO","Mediastudies (research)","Media Studies (research)",2012-09-01,,"WO-MA","MASTER",120,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Media Studies - research master",,"Media Studies - research Master's","VOLTIJD","ENG",2021-06-17,,2021-06-17,,"http://www.uva.nl/ma-media-studies",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","b22eeab9-f758-4ee9-aa11-4dfb73360116","b22eeab9-f758-4ee9-aa11-4dfb73360116","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7087","60833",,"NVAO","Communicatie- & Informatiewetenschappen","Communication & Information Studies",2012-09-01,,"WO-MA","MASTER",90,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Communication and Information Studies",,"Communication and Information Studies","DUAAL","ENG",2020-09-01,,2020-09-01,,"http://www.uva.nl/ma-communication-and-information",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","c632ea57-02af-4f0a-9f6a-63ddb040f5ff","c632ea57-02af-4f0a-9f6a-63ddb040f5ff","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7091","60835",,"NVAO","Erfgoedstudies","Heritage Studies",2012-09-01,,"WO-MA","MASTER",90,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Erfgoed Studies 90 EC",,"Heritage Studies 90 EC","DUAAL","ENG",2020-09-01,,2020-09-01,,"http://www.uva.nl/en/education/master-s/master-s-programmes/masters-programmes.html?t=fgw",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","81be1991-a8fe-422e-afef-1daa0d068be8","81be1991-a8fe-422e-afef-1daa0d068be8","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7091","60835",,"NVAO","Erfgoedstudies","Heritage Studies",2012-09-01,,"WO-MA","MASTER",90,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Erfgoed Studies 90 EC",,"Heritage Studies 90 EC","DUAAL","NLD",2020-09-01,,2020-09-01,,"https://www.uva.nl/discipline/erfgoedstudies/erfgoedstudies.html",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","a306f468-b419-4dfa-80fe-f032a43bb003","a306f468-b419-4dfa-80fe-f032a43bb003","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7092","60836",,"NVAO","Erfgoedstudies","Heritage Studies",2012-09-01,,"WO-MA","MASTER",120,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Heritage Studies 120 EC",,"Heritage Studies 120 EC","DUAAL","ENG",2020-09-01,,2020-09-01,,"http://www.uva.nl/ma-curating-art-and-cultures",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","d4574ab9-077d-4cc4-a5de-a0ca3f596736","d4574ab9-077d-4cc4-a5de-a0ca3f596736","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7101","60842",,"NVAO","Midden-Oosten Studies","Middle Eastern Studies",2012-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Midden-Oosten studies",,"Middle Eastern Studies","VOLTIJD","ENG",2020-11-19,,2020-11-19,,"https://www.uva.nl/shared-content/programmas/en/masters/jewish-studies/jewish-studies.html",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","629d5d84-223d-4c2d-b2dd-c01b926ede06","629d5d84-223d-4c2d-b2dd-c01b926ede06","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7101","60842",,"NVAO","Midden-Oosten Studies","Middle Eastern Studies",2012-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Midden-Oosten studies",,"Middle Eastern Studies","VOLTIJD","NLD",2020-11-19,,2020-11-19,,"http://www.uva.nl/ma-midden-oostenstudies",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","d038cb7f-58d2-43d5-83fd-3bb7a01c55e3","d038cb7f-58d2-43d5-83fd-3bb7a01c55e3","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7113","60849",,"NVAO","Neerlandistiek","Dutch Studies",2012-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Neerlandistiek 60 EC",,"Neerlandistiek 60 EC","DEELTIJD","NLD",2020-09-01,,2020-09-01,,"http://www.uva.nl/ma-nederlands",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","9f39a822-357a-4ae6-a5f4-5cb8b3bde510","9f39a822-357a-4ae6-a5f4-5cb8b3bde510","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7113","60849",,"NVAO","Neerlandistiek","Dutch Studies",2012-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Neerlandistiek 60 EC",,"Neerlandistiek 60 EC","VOLTIJD","NLD",2020-09-01,,2020-09-01,,"http://www.uva.nl/ma-nederlands",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","4344be69-7568-44e0-aac6-a316c940a609","4344be69-7568-44e0-aac6-a316c940a609","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7115","60850",,"NVAO","Neerlandistiek","Dutch Studies",2012-09-01,,"WO-MA","MASTER",90,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Neerlandistiek 90 EC",,"Neerlandistiek 90 EC","DUAAL","NLD",2020-09-01,,2020-09-01,,"http://www.uva.nl/ma-redacteur-editor",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","31a496ba-efc6-4052-a108-2312b6077523","31a496ba-efc6-4052-a108-2312b6077523","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7123","60900",,"NVAO","Accountancy and Control","Accountancy and Control",2002-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Accountancy and Control",,"Accountancy and Control","DEELTIJD","ENG",2023-09-01,,2023-09-01,,"http://uva.nl/msc-accountancy-control",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","e598d846-122e-41fc-b59e-a2c69c1f8c23","e598d846-122e-41fc-b59e-a2c69c1f8c23","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7123","60900",,"NVAO","Accountancy and Control","Accountancy and Control",2002-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Accountancy and Control",,"Accountancy and Control","VOLTIJD","ENG",2023-09-01,,2023-09-01,,"http://uva.nl/msc-accountancy-control",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","e079a7ee-9899-460a-b263-17b69bed1779","e079a7ee-9899-460a-b263-17b69bed1779","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7124","60901",,"NVAO","Business Economics","Business Economics",2002-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Business Economics",,"Business Economics","VOLTIJD","ENG",2023-09-01,,2023-09-01,,"http://www.uva.nl/msc-business-economics",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","bec11788-0c29-40a2-9602-6e2cac755638","bec11788-0c29-40a2-9602-6e2cac755638","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7178","65012",,"NVAO","Chemistry (joint degree)","Chemistry (joint degree)",2016-09-01,,"WO-MA","MASTER",120,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Chemistry - joint degree UvA-VU",,"Chemistry - joint degree UvA-VU","DEELTIJD","ENG",2019-07-15,,2019-07-15,,"https://www.uva.nl/msc-chemistry","111A136",,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","b2849b8b-f8cc-43eb-8991-027e54f6527c","b2849b8b-f8cc-43eb-8991-027e54f6527c","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7178","65012",,"NVAO","Chemistry (joint degree)","Chemistry (joint degree)",2016-09-01,,"WO-MA","MASTER",120,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Chemistry - joint degree UvA-VU",,"Chemistry - joint degree UvA-VU","VOLTIJD","ENG",2019-07-15,,2019-07-15,,"https://www.uva.nl/msc-chemistry","111A136",,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","9dc3ba00-c4db-42bb-92d1-cb2d14945822","9dc3ba00-c4db-42bb-92d1-cb2d14945822","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7182","65015",,"NVAO","Computational Science (joint degree)","Computational Science (joint degree)",2016-09-01,,"WO-MA","MASTER",120,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Computational Science - joint degree UvA-VU",,"Computational Science - joint degree UvA-VU","VOLTIJD","ENG",2020-09-10,,2020-09-10,,"http://uva.nl/msc-computational-science","111A136",,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","471c7747-86aa-4de5-8142-3b6cd8867bd2","471c7747-86aa-4de5-8142-3b6cd8867bd2","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7184","65016",,"NVAO","Physics and Astronomy (joint degree)","Physics and Astronomy (joint degree)",2016-09-01,,"WO-MA","MASTER",120,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Physics and Astronomy - joint degree UvA-VU",,"Physics and Astronomy - joint degree UvA-VU","VOLTIJD","ENG",2020-03-31,,2020-03-31,,"http://www.uva.nl/msc-physics-and-astronomy","111A136",,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","ced5ec57-b557-46fb-a98d-d8c42bc945bb","ced5ec57-b557-46fb-a98d-d8c42bc945bb","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7228","66034",,"NVAO","Geschiedenis","History",2003-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Geschiedenis",,"History","DEELTIJD","ENG",2020-09-01,,2020-09-01,,"https://www.uva.nl/en/discipline/history/history.html",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","9d59caaa-961c-401e-8ca0-fd4591b86604","9d59caaa-961c-401e-8ca0-fd4591b86604","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7228","66034",,"NVAO","Geschiedenis","History",2003-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Geschiedenis",,"History","DEELTIJD","NLD",2020-09-01,,2020-09-01,,"http://www.uva.nl/geschiedenis",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","1a7135b4-ac45-47e1-9908-4168ab2f6190","1a7135b4-ac45-47e1-9908-4168ab2f6190","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7228","66034",,"NVAO","Geschiedenis","History",2003-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Geschiedenis",,"History","VOLTIJD","ENG",2020-09-01,,2020-09-01,,"https://www.uva.nl/en/discipline/history/history.html",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","f57fdeba-7626-4722-af2d-122190804820","f57fdeba-7626-4722-af2d-122190804820","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7228","66034",,"NVAO","Geschiedenis","History",2003-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Geschiedenis",,"History","VOLTIJD","NLD",2020-09-01,,2020-09-01,,"http://www.uva.nl/geschiedenis",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","5e85d56e-97d7-4e5b-a5fd-d564b8909356","5e85d56e-97d7-4e5b-a5fd-d564b8909356","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7283","66401",,"NVAO","Economics","Economics",2002-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Economics",,"Economics","VOLTIJD","ENG",2023-09-01,,2023-09-01,,"http://uva.nl/msc-economics",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","a0665931-1be0-4787-9c84-c8099ba9eff4","a0665931-1be0-4787-9c84-c8099ba9eff4","108X991",,"Amsterdam",
"107B473","Universiteit van Amsterdam","113A697","Universiteit van Amsterdam","OPLEIDING","1001O7290","66402",,"NVAO","Fiscale Economie","Fiscal Economics",2002-09-01,,"WO-MA","MASTER",60,"7",,"7","GETUIGSCHRIFT","Universiteit van Amsterdam","Fiscale Economie",,"Fiscale Economie","DEELTIJD","NLD",2023-09-01,,2023-09-01,,"http://www.uva.nl/msc-fiscale-economie",,,"GEEN_DEFICIENTIES","GEEN_EISEN","GEEN_PROPEDEUTISCHE_FASE","GEEN_STUDIEKEUZE_CHECK","GEEN_VERSNELD_TRAJECT","941b2464-5126-4598-ba97-a6b60212d5e4","941b2464-5126-4598-ba97-a6b60212d5e4","108X991",,"Amsterdam",
